"row_id","broad_discipline_foe","narrow_discipline_foe","detailed_discipline_foe","funding_cluster","max_student_contribution_2024","commonwealth_contribution_2024","foe_code"
"216","06 - HEALTH","0605 - Pharmacy","060500 - Pharmacy","Funding Cluster 2","$8,948","$14,915","060500"
"217","06 - HEALTH","0605 - Pharmacy","060501 - Pharmacy","Funding Cluster 2","$8,948","$14,915","060501"
"218","06 - HEALTH","0609 - Optical Science","060900 - Optical Science","Funding Cluster 2","$8,948","$14,915","060900"
"219","06 - HEALTH","0609 - Optical Science","060901 - Optometry","Funding Cluster 2","$8,948","$14,915","060901"
"220","06 - HEALTH","0609 - Optical Science","060903 - Optical Technology","Funding Cluster 2","$8,948","$14,915","060903"
"221","06 - HEALTH","0609 - Optical Science","060999 - Optical Science, n.e.c.","Funding Cluster 2","$8,948","$14,915","060999"
"222","06 - HEALTH","0613 - Public Health","061300 - Public Health","Funding Cluster 2","$8,948","$14,915","061300"
"223","06 - HEALTH","0613 - Public Health","061301 - Occupational Health and Safety","Funding Cluster 2","$8,948","$14,915","061301"
"224","06 - HEALTH","0613 - Public Health","061303 - Environmental Health","Funding Cluster 2","$8,948","$14,915","061303"
"225","06 - HEALTH","0613 - Public Health","061305 - Indigenous Health","Funding Cluster 2","$8,948","$14,915","061305"
"226","06 - HEALTH","0613 - Public Health","061307 - Health Promotion","Funding Cluster 2","$8,948","$14,915","061307"
"227","06 - HEALTH","0613 - Public Health","061309 - Community Health ","Funding Cluster 2","$8,948","$14,915","061309"
"228","06 - HEALTH","0613 - Public Health","061311 - Epidemiology","Funding Cluster 2","$8,948","$14,915","061311"
"229","06 - HEALTH","0613 - Public Health","061399 - Public Health, n.e.c.","Funding Cluster 2","$8,948","$14,915","061399"
"230","06 - HEALTH","0615 - Radiography","061500 - Radiography","Funding Cluster 2","$8,948","$14,915","061500"
"231","06 - HEALTH","0615 - Radiography","061501 - Radiography","Funding Cluster 2","$8,948","$14,915","061501"
"232","06 - HEALTH","0617 - Rehabilitation Therapies","061700 - Rehabilitation Therapies","Funding Cluster 2","$8,948","$14,915","061700"
"233","06 - HEALTH","0617 - Rehabilitation Therapies","061701 - Physiotherapy","Funding Cluster 2","$8,948","$14,915","061701"
"234","06 - HEALTH","0617 - Rehabilitation Therapies","061703 - Occupational Therapy","Funding Cluster 2","$8,948","$14,915","061703"
"235","06 - HEALTH","0617 - Rehabilitation Therapies","061705 - Chiropractic and Osteopathy","Funding Cluster 2","$8,948","$14,915","061705"
"236","06 - HEALTH","0617 - Rehabilitation Therapies","061707 - Speech Pathology","Funding Cluster 2","$8,948","$14,915","061707"
"237","06 - HEALTH","0617 - Rehabilitation Therapies","061709 - Audiology","Funding Cluster 2","$8,948","$14,915","061709"
"238","06 - HEALTH","0617 - Rehabilitation Therapies","061711 - Massage Therapy","Funding Cluster 2","$8,948","$14,915","061711"
"239","06 - HEALTH","0617 - Rehabilitation Therapies","061713 - Podiatry","Funding Cluster 2","$8,948","$14,915","061713"
"240","06 - HEALTH","0617 - Rehabilitation Therapies","061799 - Rehabilitation Therapies, n.e.c.","Funding Cluster 2","$8,948","$14,915","061799"
"241","06 - HEALTH","0619 - Complementary Therapies","061900 - Complementary Therapies","Funding Cluster 2","$8,948","$14,915","061900"
"242","06 - HEALTH","0619 - Complementary Therapies","061901 - Naturopathy","Funding Cluster 2","$8,948","$14,915","061901"
"243","06 - HEALTH","0619 - Complementary Therapies","061903 - Acupuncture","Funding Cluster 2","$8,948","$14,915","061903"
"244","06 - HEALTH","0619 - Complementary Therapies","061905 - Traditional Chinese Medicine","Funding Cluster 2","$8,948","$14,915","061905"
"245","06 - HEALTH","0619 - Complementary Therapies","061999 - Complementary Therapies, n.e.c.","Funding Cluster 2","$8,948","$14,915","061999"
"246","06 - HEALTH","0699 - Other Health","069900 - Other Health","Funding Cluster 2","$8,948","$14,915","069900"
"247","06 - HEALTH","0699 - Other Health","069901 - Nutrition and Dietetics","Funding Cluster 2","$8,948","$14,915","069901"
"248","06 - HEALTH","0699 - Other Health","069905 - Paramedical Studies","Funding Cluster 2","$8,948","$14,915","069905"
"249","06 - HEALTH","0699 - Other Health","069907 - First Aid","Funding Cluster 2","$8,948","$14,915","069907"
"250","06 - HEALTH","0699 - Other Health","069999 - Health, n.e.c.","Funding Cluster 2","$8,948","$14,915","069999"
"251","10 - CREATIVE ARTS","1001 - Performing Arts","100100 - Performing Arts","Funding Cluster 2","$8,948","$14,915","100100"
"252","10 - CREATIVE ARTS","1001 - Performing Arts","100101 - Music","Funding Cluster 2","$8,948","$14,915","100101"
"253","10 - CREATIVE ARTS","1001 - Performing Arts","100103 - Drama and Theatre Studies","Funding Cluster 2","$8,948","$14,915","100103"
"254","10 - CREATIVE ARTS","1001 - Performing Arts","100105 - Dance","Funding Cluster 2","$8,948","$14,915","100105"
"255","10 - CREATIVE ARTS","1001 - Performing Arts","100199 - Performing Arts, n.e.c.","Funding Cluster 2","$8,948","$14,915","100199"
"256","10 - CREATIVE ARTS","1003 - Visual Arts and Crafts","100300 - Visual Arts and Crafts","Funding Cluster 2","$8,948","$14,915","100300"
"257","10 - CREATIVE ARTS","1003 - Visual Arts and Crafts","100301 - Fine Arts","Funding Cluster 2","$8,948","$14,915","100301"
"258","10 - CREATIVE ARTS","1003 - Visual Arts and Crafts","100303 - Photography","Funding Cluster 2","$8,948","$14,915","100303"
"259","10 - CREATIVE ARTS","1003 - Visual Arts and Crafts","100305 - Crafts","Funding Cluster 2","$8,948","$14,915","100305"
"260","10 - CREATIVE ARTS","1003 - Visual Arts and Crafts","100307 - Jewellery Making","Funding Cluster 2","$8,948","$14,915","100307"
"261","10 - CREATIVE ARTS","1003 - Visual Arts and Crafts","100309 - Floristry","Funding Cluster 2","$8,948","$14,915","100309"
"262","10 - CREATIVE ARTS","1003 - Visual Arts and Crafts","100399 - Visual Arts and Crafts, n.e.c.","Funding Cluster 2","$8,948","$14,915","100399"
"263","10 - CREATIVE ARTS","1005 - Graphic and Design Studies","100500 - Graphic and Design Studies","Funding Cluster 2","$8,948","$14,915","100500"
"264","10 - CREATIVE ARTS","1005 - Graphic and Design Studies","100501 - Graphic Arts and Design Studies","Funding Cluster 2","$8,948","$14,915","100501"
"265","10 - CREATIVE ARTS","1005 - Graphic and Design Studies","100503 - Textile Design","Funding Cluster 2","$8,948","$14,915","100503"
"266","10 - CREATIVE ARTS","1005 - Graphic and Design Studies","100505 - Fashion Design","Funding Cluster 2","$8,948","$14,915","100505"
"267","10 - CREATIVE ARTS","1005 - Graphic and Design Studies","100599 - Graphic and Design Studies, n.e.c.","Funding Cluster 2","$8,948","$14,915","100599"
"268","10 - CREATIVE ARTS","1099 - Other Creative Arts","109900 - Other Creative Arts","Funding Cluster 2","$8,948","$14,915","109900"
"269","10 - CREATIVE ARTS","1099 - Other Creative Arts","109999 - Creative Arts, n.e.c.","Funding Cluster 2","$8,948","$14,915","109999"
"270","06 - HEALTH","0603 - Nursing","060300 - Nursing","Funding Cluster 3","$4,445","$18,292","060300"
"271","06 - HEALTH","0603 - Nursing","060301 - General Nursing","Funding Cluster 3","$4,445","$18,292","060301"
"272","06 - HEALTH","0603 - Nursing","060303 - Midwifery","Funding Cluster 3","$4,445","$18,292","060303"
"273","06 - HEALTH","0603 - Nursing","060305 - Mental Health Nursing","Funding Cluster 3","$4,445","$18,292","060305"
"274","06 - HEALTH","0603 - Nursing","060307 - Community Nursing","Funding Cluster 3","$4,445","$18,292","060307"
"275","06 - HEALTH","0603 - Nursing","060309 - Critical Care Nursing","Funding Cluster 3","$4,445","$18,292","060309"
"276","06 - HEALTH","0603 - Nursing","060311 - Aged Care Nursing","Funding Cluster 3","$4,445","$18,292","060311"
"277","06 - HEALTH","0603 - Nursing","060313 - Palliative Care Nursing","Funding Cluster 3","$4,445","$18,292","060313"
"278","06 - HEALTH","0603 - Nursing","060315 - Mothercraft Nursing and Family and Child Health Nursing","Funding Cluster 3","$4,445","$18,292","060315"
"279","06 - HEALTH","0603 - Nursing","060399 - Nursing, n.e.c.","Funding Cluster 3","$4,445","$18,292","060399"
"280","09 - SOCIETY AND CULTURE","0915 - Language and Literature","091503 - Northern European Languages","Funding Cluster 3","$4,445","$18,292","091503"
"281","09 - SOCIETY AND CULTURE","0915 - Language and Literature","091505 - Southern European Languages","Funding Cluster 3","$4,445","$18,292","091505"
"282","09 - SOCIETY AND CULTURE","0915 - Language and Literature","091507 - Eastern European Languages","Funding Cluster 3","$4,445","$18,292","091507"
"283","09 - SOCIETY AND CULTURE","0915 - Language and Literature","091509 - Southwest Asian and North African Languages","Funding Cluster 3","$4,445","$18,292","091509"
"284","09 - SOCIETY AND CULTURE","0915 - Language and Literature","091511 - Southern Asian Languages","Funding Cluster 3","$4,445","$18,292","091511"
"285","09 - SOCIETY AND CULTURE","0915 - Language and Literature","091513 - Southeast Asian Languages","Funding Cluster 3","$4,445","$18,292","091513"
"286","09 - SOCIETY AND CULTURE","0915 - Language and Literature","091515 - Eastern Asian Languages","Funding Cluster 3","$4,445","$18,292","091515"
"287","09 - SOCIETY AND CULTURE","0915 - Language and Literature","091517 - Australian Indigenous Languages","Funding Cluster 3","$4,445","$18,292","091517"
"288","09 - SOCIETY AND CULTURE","0915 - Language and Literature","091519 - Translating and Interpreting","Funding Cluster 3","$4,445","$18,292","091519"
"289","01 - NATURAL AND PHYSICAL SCIENCES","0103 - Physics and Astronomy","010300 - Physics and Astronomy","Funding Cluster 3","$8,948","$18,292","010300"
"290","01 - NATURAL AND PHYSICAL SCIENCES","0103 - Physics and Astronomy","010301 - Physics","Funding Cluster 3","$8,948","$18,292","010301"
"291","01 - NATURAL AND PHYSICAL SCIENCES","0103 - Physics and Astronomy","010303 - Astronomy","Funding Cluster 3","$8,948","$18,292","010303"
"292","01 - NATURAL AND PHYSICAL SCIENCES","0105 - Chemical Sciences","010500 - Chemical Sciences","Funding Cluster 3","$8,948","$18,292","010500"
"293","01 - NATURAL AND PHYSICAL SCIENCES","0105 - Chemical Sciences","010501 - Organic Chemistry","Funding Cluster 3","$8,948","$18,292","010501"
"294","01 - NATURAL AND PHYSICAL SCIENCES","0105 - Chemical Sciences","010503 - Inorganic Chemistry","Funding Cluster 3","$8,948","$18,292","010503"
"295","01 - NATURAL AND PHYSICAL SCIENCES","0105 - Chemical Sciences","010599 - Chemical Sciences, n.e.c.","Funding Cluster 3","$8,948","$18,292","010599"
"296","01 - NATURAL AND PHYSICAL SCIENCES","0107 - Earth Sciences","010700 - Earth Sciences","Funding Cluster 3","$8,948","$18,292","010700"
"297","01 - NATURAL AND PHYSICAL SCIENCES","0107 - Earth Sciences","010701 - Atmospheric Sciences","Funding Cluster 3","$8,948","$18,292","010701"
"298","01 - NATURAL AND PHYSICAL SCIENCES","0107 - Earth Sciences","010703 - Geology","Funding Cluster 3","$8,948","$18,292","010703"
"299","01 - NATURAL AND PHYSICAL SCIENCES","0107 - Earth Sciences","010705 - Geophysics","Funding Cluster 3","$8,948","$18,292","010705"
"300","01 - NATURAL AND PHYSICAL SCIENCES","0107 - Earth Sciences","010707 - Geochemistry","Funding Cluster 3","$8,948","$18,292","010707"
"301","01 - NATURAL AND PHYSICAL SCIENCES","0107 - Earth Sciences","010709 - Soil Science","Funding Cluster 3","$8,948","$18,292","010709"
"302","01 - NATURAL AND PHYSICAL SCIENCES","0107 - Earth Sciences","010711 - Hydrology","Funding Cluster 3","$8,948","$18,292","010711"
"303","01 - NATURAL AND PHYSICAL SCIENCES","0107 - Earth Sciences","010713 - Oceanography","Funding Cluster 3","$8,948","$18,292","010713"
"304","01 - NATURAL AND PHYSICAL SCIENCES","0107 - Earth Sciences","010799 - Earth Sciences, n.e.c.","Funding Cluster 3","$8,948","$18,292","010799"
"305","01 - NATURAL AND PHYSICAL SCIENCES","0109 - Biological Sciences","010900 - Biological Sciences","Funding Cluster 3","$8,948","$18,292","010900"
"306","01 - NATURAL AND PHYSICAL SCIENCES","0109 - Biological Sciences","010901 - Biochemistry and Cell Biology","Funding Cluster 3","$8,948","$18,292","010901"
"307","01 - NATURAL AND PHYSICAL SCIENCES","0109 - Biological Sciences","010903 - Botany","Funding Cluster 3","$8,948","$18,292","010903"
"308","01 - NATURAL AND PHYSICAL SCIENCES","0109 - Biological Sciences","010905 - Ecology and Evolution","Funding Cluster 3","$8,948","$18,292","010905"
"309","01 - NATURAL AND PHYSICAL SCIENCES","0109 - Biological Sciences","010907 - Marine Science","Funding Cluster 3","$8,948","$18,292","010907"
"310","01 - NATURAL AND PHYSICAL SCIENCES","0109 - Biological Sciences","010909 - Genetics","Funding Cluster 3","$8,948","$18,292","010909"
"311","01 - NATURAL AND PHYSICAL SCIENCES","0109 - Biological Sciences","010911 - Microbiology","Funding Cluster 3","$8,948","$18,292","010911"
"312","01 - NATURAL AND PHYSICAL SCIENCES","0109 - Biological Sciences","010913 - Human Biology","Funding Cluster 3","$8,948","$18,292","010913"
"314","01 - NATURAL AND PHYSICAL SCIENCES","0109 - Biological Sciences","010999 - Biological Sciences, n.e.c.","Funding Cluster 3","$8,948","$18,292","010999"
"315","01 - NATURAL AND PHYSICAL SCIENCES","0199 - Other Natural and Physical Sciences","019900 - Other Natural and Physical Sciences","Funding Cluster 3","$8,948","$18,292","019900"
"316","01 - NATURAL AND PHYSICAL SCIENCES","0199 - Other Natural and Physical Sciences","019901 - Medical Science","Funding Cluster 3","$8,948","$18,292","019901"
"317","01 - NATURAL AND PHYSICAL SCIENCES","0199 - Other Natural and Physical Sciences","019903 - Forensic Science","Funding Cluster 3","$8,948","$18,292","019903"
"318","01 - NATURAL AND PHYSICAL SCIENCES","0199 - Other Natural and Physical Sciences","019905 - Food Science and Biotechnology","Funding Cluster 3","$8,948","$18,292","019905"
"319","01 - NATURAL AND PHYSICAL SCIENCES","0199 - Other Natural and Physical Sciences","019907 - Pharmacology","Funding Cluster 3","$8,948","$18,292","019907"
"320","01 - NATURAL AND PHYSICAL SCIENCES","0199 - Other Natural and Physical Sciences","019909 - Laboratory Technology","Funding Cluster 3","$8,948","$18,292","019909"
"321","01 - NATURAL AND PHYSICAL SCIENCES","0199 - Other Natural and Physical Sciences","019999 - Natural and Physical Sciences, n.e.c.","Funding Cluster 3","$8,948","$18,292","019999"
"322","03 - ENGINEERING AND RELATED TECHNOLOGIES","0301 - Manufacturing Engineering and Technology","030100 - Manufacturing Engineering and Technology","Funding Cluster 3","$8,948","$18,292","030100"
"323","03 - ENGINEERING AND RELATED TECHNOLOGIES","0301 - Manufacturing Engineering and Technology","030101 - Manufacturing Engineering","Funding Cluster 3","$8,948","$18,292","030101"
"324","03 - ENGINEERING AND RELATED TECHNOLOGIES","0301 - Manufacturing Engineering and Technology","030103 - Printing","Funding Cluster 3","$8,948","$18,292","030103"
"325","03 - ENGINEERING AND RELATED TECHNOLOGIES","0301 - Manufacturing Engineering and Technology","030105 - Textile Making","Funding Cluster 3","$8,948","$18,292","030105"
"326","03 - ENGINEERING AND RELATED TECHNOLOGIES","0301 - Manufacturing Engineering and Technology","030107 - Garment Making","Funding Cluster 3","$8,948","$18,292","030107"
"327","03 - ENGINEERING AND RELATED TECHNOLOGIES","0301 - Manufacturing Engineering and Technology","030109 - Footwear Making","Funding Cluster 3","$8,948","$18,292","030109"
"328","03 - ENGINEERING AND RELATED TECHNOLOGIES","0301 - Manufacturing Engineering and Technology","030111 - Wood Machining and Turning","Funding Cluster 3","$8,948","$18,292","030111"
"329","03 - ENGINEERING AND RELATED TECHNOLOGIES","0301 - Manufacturing Engineering and Technology","030113 - Cabinet Making","Funding Cluster 3","$8,948","$18,292","030113"
"330","03 - ENGINEERING AND RELATED TECHNOLOGIES","0301 - Manufacturing Engineering and Technology","030115 - Furniture Upholstery and Renovation","Funding Cluster 3","$8,948","$18,292","030115"
"331","03 - ENGINEERING AND RELATED TECHNOLOGIES","0301 - Manufacturing Engineering and Technology","030117 - Furniture Polishing","Funding Cluster 3","$8,948","$18,292","030117"
"332","03 - ENGINEERING AND RELATED TECHNOLOGIES","0301 - Manufacturing Engineering and Technology","030199 - Manufacturing Engineering and Technology, n.e.c.","Funding Cluster 3","$8,948","$18,292","030199"
"333","03 - ENGINEERING AND RELATED TECHNOLOGIES","0303 - Process and Resources Engineering","030300 - Process and Resources Engineering","Funding Cluster 3","$8,948","$18,292","030300"
"334","03 - ENGINEERING AND RELATED TECHNOLOGIES","0303 - Process and Resources Engineering","030301 - Chemical Engineering","Funding Cluster 3","$8,948","$18,292","030301"
"335","03 - ENGINEERING AND RELATED TECHNOLOGIES","0303 - Process and Resources Engineering","030303 - Mining Engineering","Funding Cluster 3","$8,948","$18,292","030303"
"336","03 - ENGINEERING AND RELATED TECHNOLOGIES","0303 - Process and Resources Engineering","030305 - Materials Engineering","Funding Cluster 3","$8,948","$18,292","030305"
"338","03 - ENGINEERING AND RELATED TECHNOLOGIES","0303 - Process and Resources Engineering","030399 - Process and Resources Engineering, n.e.c.","Funding Cluster 3","$8,948","$18,292","030399"
"339","03 - ENGINEERING AND RELATED TECHNOLOGIES","0305 - Automotive Engineering and Technology","030500 - Automotive Engineering and Technology","Funding Cluster 3","$8,948","$18,292","030500"
"340","03 - ENGINEERING AND RELATED TECHNOLOGIES","0305 - Automotive Engineering and Technology","030501 - Automotive Engineering","Funding Cluster 3","$8,948","$18,292","030501"
"341","03 - ENGINEERING AND RELATED TECHNOLOGIES","0305 - Automotive Engineering and Technology","030503 - Vehicle Mechanics","Funding Cluster 3","$8,948","$18,292","030503"
"342","03 - ENGINEERING AND RELATED TECHNOLOGIES","0305 - Automotive Engineering and Technology","030505 - Automotive Electrics and Electronics","Funding Cluster 3","$8,948","$18,292","030505"
"343","03 - ENGINEERING AND RELATED TECHNOLOGIES","0305 - Automotive Engineering and Technology","030507 - Automotive Vehicle Refinishing","Funding Cluster 3","$8,948","$18,292","030507"
"344","03 - ENGINEERING AND RELATED TECHNOLOGIES","0305 - Automotive Engineering and Technology","030509 - Automotive Body Construction","Funding Cluster 3","$8,948","$18,292","030509"
"345","03 - ENGINEERING AND RELATED TECHNOLOGIES","0305 - Automotive Engineering and Technology","030511 - Panel Beating","Funding Cluster 3","$8,948","$18,292","030511"
"346","03 - ENGINEERING AND RELATED TECHNOLOGIES","0305 - Automotive Engineering and Technology","030513 - Upholstery and Vehicle Trimming","Funding Cluster 3","$8,948","$18,292","030513"
"347","03 - ENGINEERING AND RELATED TECHNOLOGIES","0305 - Automotive Engineering and Technology","030515 - Automotive Vehicle Operations","Funding Cluster 3","$8,948","$18,292","030515"
"348","03 - ENGINEERING AND RELATED TECHNOLOGIES","0305 - Automotive Engineering and Technology","030599 - Automotive Engineering and Technology, n.e.c.","Funding Cluster 3","$8,948","$18,292","030599"
"349","03 - ENGINEERING AND RELATED TECHNOLOGIES","0307 - Mechanical and Industrial Engineering and Technology","030700 - Mechanical and Industrial Engineering and Technology","Funding Cluster 3","$8,948","$18,292","030700"
"350","03 - ENGINEERING AND RELATED TECHNOLOGIES","0307 - Mechanical and Industrial Engineering and Technology","030701 - Mechanical Engineering","Funding Cluster 3","$8,948","$18,292","030701"
"351","03 - ENGINEERING AND RELATED TECHNOLOGIES","0307 - Mechanical and Industrial Engineering and Technology","030703 - Industrial Engineering","Funding Cluster 3","$8,948","$18,292","030703"
"352","03 - ENGINEERING AND RELATED TECHNOLOGIES","0307 - Mechanical and Industrial Engineering and Technology","030705 - Toolmaking","Funding Cluster 3","$8,948","$18,292","030705"
"353","03 - ENGINEERING AND RELATED TECHNOLOGIES","0307 - Mechanical and Industrial Engineering and Technology","030707 - Metal Fitting, Turning and Machining","Funding Cluster 3","$8,948","$18,292","030707"
"354","03 - ENGINEERING AND RELATED TECHNOLOGIES","0307 - Mechanical and Industrial Engineering and Technology","030709 - Sheetmetal Working","Funding Cluster 3","$8,948","$18,292","030709"
"355","03 - ENGINEERING AND RELATED TECHNOLOGIES","0307 - Mechanical and Industrial Engineering and Technology","030711 - Boilermaking and Welding","Funding Cluster 3","$8,948","$18,292","030711"
"356","03 - ENGINEERING AND RELATED TECHNOLOGIES","0307 - Mechanical and Industrial Engineering and Technology","030713 - Metal Casting and Patternmaking","Funding Cluster 3","$8,948","$18,292","030713"
"357","03 - ENGINEERING AND RELATED TECHNOLOGIES","0307 - Mechanical and Industrial Engineering and Technology","030715 - Precision Metalworking","Funding Cluster 3","$8,948","$18,292","030715"
"358","03 - ENGINEERING AND RELATED TECHNOLOGIES","0307 - Mechanical and Industrial Engineering and Technology","030717 - Plant and Machine Operations","Funding Cluster 3","$8,948","$18,292","030717"
"359","03 - ENGINEERING AND RELATED TECHNOLOGIES","0307 - Mechanical and Industrial Engineering and Technology","030799 - Mechanical and Industrial Engineering and Technology, n.e.c.","Funding Cluster 3","$8,948","$18,292","030799"
"360","03 - ENGINEERING AND RELATED TECHNOLOGIES","0309 - Civil Engineering","030900 - Civil Engineering","Funding Cluster 3","$8,948","$18,292","030900"
"361","03 - ENGINEERING AND RELATED TECHNOLOGIES","0309 - Civil Engineering","030901 - Construction Engineering","Funding Cluster 3","$8,948","$18,292","030901"
"362","03 - ENGINEERING AND RELATED TECHNOLOGIES","0309 - Civil Engineering","030903 - Structural Engineering","Funding Cluster 3","$8,948","$18,292","030903"
"363","03 - ENGINEERING AND RELATED TECHNOLOGIES","0309 - Civil Engineering","030905 - Building Services Engineering","Funding Cluster 3","$8,948","$18,292","030905"
"364","03 - ENGINEERING AND RELATED TECHNOLOGIES","0309 - Civil Engineering","030907 - Water and Sanitary Engineering","Funding Cluster 3","$8,948","$18,292","030907"
"366","03 - ENGINEERING AND RELATED TECHNOLOGIES","0309 - Civil Engineering","030911 - Geotechnical Engineering","Funding Cluster 3","$8,948","$18,292","030911"
"367","03 - ENGINEERING AND RELATED TECHNOLOGIES","0309 - Civil Engineering","030913 - Ocean Engineering","Funding Cluster 3","$8,948","$18,292","030913"
"368","03 - ENGINEERING AND RELATED TECHNOLOGIES","0309 - Civil Engineering","030999 - Civil Engineering, n.e.c.","Funding Cluster 3","$8,948","$18,292","030999"
"369","03 - ENGINEERING AND RELATED TECHNOLOGIES","0311 - Geomatic Engineering","031100 - Geomatic Engineering","Funding Cluster 3","$8,948","$18,292","031100"
"370","03 - ENGINEERING AND RELATED TECHNOLOGIES","0311 - Geomatic Engineering","031101 - Surveying","Funding Cluster 3","$8,948","$18,292","031101"
"371","03 - ENGINEERING AND RELATED TECHNOLOGIES","0311 - Geomatic Engineering","031103 - Mapping Science","Funding Cluster 3","$8,948","$18,292","031103"
"372","03 - ENGINEERING AND RELATED TECHNOLOGIES","0311 - Geomatic Engineering","031199 - Geomatic Engineering, n.e.c.","Funding Cluster 3","$8,948","$18,292","031199"
"373","03 - ENGINEERING AND RELATED TECHNOLOGIES","0313 - Electrical and Electronic Engineering and Technology","031300 - Electrical and Electronic Engineering and Technology","Funding Cluster 3","$8,948","$18,292","031300"
"374","03 - ENGINEERING AND RELATED TECHNOLOGIES","0313 - Electrical and Electronic Engineering and Technology","031301 - Electrical Engineering","Funding Cluster 3","$8,948","$18,292","031301"
"375","03 - ENGINEERING AND RELATED TECHNOLOGIES","0313 - Electrical and Electronic Engineering and Technology","031303 - Electronic Engineering","Funding Cluster 3","$8,948","$18,292","031303"
"376","03 - ENGINEERING AND RELATED TECHNOLOGIES","0313 - Electrical and Electronic Engineering and Technology","031305 - Computer Engineering","Funding Cluster 3","$8,948","$18,292","031305"
"377","03 - ENGINEERING AND RELATED TECHNOLOGIES","0313 - Electrical and Electronic Engineering and Technology","031307 - Communications Technologies","Funding Cluster 3","$8,948","$18,292","031307"
"378","03 - ENGINEERING AND RELATED TECHNOLOGIES","0313 - Electrical and Electronic Engineering and Technology","031309 - Communications Equipment Installation and Maintenance","Funding Cluster 3","$8,948","$18,292","031309"
"379","03 - ENGINEERING AND RELATED TECHNOLOGIES","0313 - Electrical and Electronic Engineering and Technology","031311 - Powerline Installation and Maintenance","Funding Cluster 3","$8,948","$18,292","031311"
"380","03 - ENGINEERING AND RELATED TECHNOLOGIES","0313 - Electrical and Electronic Engineering and Technology","031313 - Electrical Fitting, Electrical Mechanics","Funding Cluster 3","$8,948","$18,292","031313"
"381","03 - ENGINEERING AND RELATED TECHNOLOGIES","0313 - Electrical and Electronic Engineering and Technology","031315 - Refrigeration and Air Conditioning Mechanics","Funding Cluster 3","$8,948","$18,292","031315"
"382","03 - ENGINEERING AND RELATED TECHNOLOGIES","0313 - Electrical and Electronic Engineering and Technology","031317 - Electronic Equipment Servicing","Funding Cluster 3","$8,948","$18,292","031317"
"383","03 - ENGINEERING AND RELATED TECHNOLOGIES","0313 - Electrical and Electronic Engineering and Technology","031399 - Electrical and Electronic Engineering and Technology, n.e.c.","Funding Cluster 3","$8,948","$18,292","031399"
"384","03 - ENGINEERING AND RELATED TECHNOLOGIES","0315 - Aerospace Engineering and Technology","031500 - Aerospace Engineering and Technology","Funding Cluster 3","$8,948","$18,292","031500"
"385","03 - ENGINEERING AND RELATED TECHNOLOGIES","0315 - Aerospace Engineering and Technology","031501 - Aerospace Engineering","Funding Cluster 3","$8,948","$18,292","031501"
"386","03 - ENGINEERING AND RELATED TECHNOLOGIES","0315 - Aerospace Engineering and Technology","031503 - Aircraft Maintenance Engineering","Funding Cluster 3","$8,948","$18,292","031503"
"387","03 - ENGINEERING AND RELATED TECHNOLOGIES","0315 - Aerospace Engineering and Technology","031505 - Aircraft Operation","Funding Cluster 3","$8,948","$18,292","031505"
"388","03 - ENGINEERING AND RELATED TECHNOLOGIES","0315 - Aerospace Engineering and Technology","031507 - Air Traffic Control","Funding Cluster 3","$8,948","$18,292","031507"
"389","03 - ENGINEERING AND RELATED TECHNOLOGIES","0315 - Aerospace Engineering and Technology","031599 - Aerospace Engineering and Technology, n.e.c.","Funding Cluster 3","$8,948","$18,292","031599"
"390","03 - ENGINEERING AND RELATED TECHNOLOGIES","0317 - Maritime Engineering and Technology","031700 - Maritime Engineering and Technology","Funding Cluster 3","$8,948","$18,292","031700"
"391","03 - ENGINEERING AND RELATED TECHNOLOGIES","0317 - Maritime Engineering and Technology","031701 - Maritime Engineering","Funding Cluster 3","$8,948","$18,292","031701"
"392","03 - ENGINEERING AND RELATED TECHNOLOGIES","0317 - Maritime Engineering and Technology","031703 - Marine Construction","Funding Cluster 3","$8,948","$18,292","031703"
"393","03 - ENGINEERING AND RELATED TECHNOLOGIES","0317 - Maritime Engineering and Technology","031705 - Marine Craft Operation","Funding Cluster 3","$8,948","$18,292","031705"
"337","03 - ENGINEERING AND RELATED TECHNOLOGIES","0303 - Process and Resources Engineering","030307 - Food Processing Technology","Funding Cluster 3","$8,948","$18,292","030307"
"394","03 - ENGINEERING AND RELATED TECHNOLOGIES","0317 - Maritime Engineering and Technology","031799 - Maritime Engineering and Technology, n.e.c.","Funding Cluster 3","$8,948","$18,292","031799"
"395","03 - ENGINEERING AND RELATED TECHNOLOGIES","0399 - Other Engineering and Related Technologies","039900 - Other Engineering and Related Technologies","Funding Cluster 3","$8,948","$18,292","039900"
"3","09 - SOCIETY AND CULTURE","0907 - Behavioural Science","090701 - Psychology","Funding Cluster 2","$8,948","$14,915","090701"
"4","09 - SOCIETY AND CULTURE","0907 - Behavioural Science","090700 - Behavioural Science","Funding Cluster 1","$16,323","$1,236","090700"
"396","03 - ENGINEERING AND RELATED TECHNOLOGIES","0399 - Other Engineering and Related Technologies","039901 - Environmental Engineering","Funding Cluster 3","$8,948","$18,292","039901"
"397","03 - ENGINEERING AND RELATED TECHNOLOGIES","0399 - Other Engineering and Related Technologies","039903 - Biomedical Engineering","Funding Cluster 3","$8,948","$18,292","039903"
"398","03 - ENGINEERING AND RELATED TECHNOLOGIES","0399 - Other Engineering and Related Technologies","039905 - Fire Technology","Funding Cluster 3","$8,948","$18,292","039905"
